4135, 6819, 40
6036, 8515, 44
7828, 7405, 44
7357, 9207, 11
2562, 9322, 78
6760, 2990, 69
4712, 7003, 75
3567, 9626, 43
7865, 2401, 78
8804, 2833, 91
4703, 8510, 52
8719, 828, 96
8197, 878, 14
8279, 5363, 31
8194, 4524, 99
4430, 5445, 29
238, 1366, 92
4833, 6837, 35
2471, 6604, 89
4385, 146, 98
2426, 5184, 35
2504, 748, 80
4231, 939, 34
2490, 893, 26
3821, 9285, 23
4955, 5991, 85
8209, 5894, 75
1578, 8101, 4
4997, 2239, 37
4609, 5604, 26
6751, 5427, 37
7816, 7790, 39
7404, 5108, 34
6285, 6014, 11
650, 7846, 3
2227, 4338, 58
8527, 9731, 53
4055, 4193, 27
2497, 4027, 79
5113, 2424, 60
6340, 4235, 81
8445, 249, 39
1198, 687, 1
6214, 1071, 98
2027, 9909, 92
3979, 1852, 37
6686, 2654, 38
7789, 5120, 48
7507, 8304, 58
6621, 7049, 18
6652, 803, 65
1041, 5274, 8
3272, 6919, 97
3799, 556, 32
5496, 8291, 90
7257, 890, 8
8397, 386, 99
6605, 2948, 33
9381, 351, 64
1528, 9732, 7
5759, 2759, 56
3569, 4453, 64
7093, 1221, 47
1364, 5687, 46
2918, 6762, 56
1479, 9419, 65
6862, 867, 87
7873, 8400, 69
1796, 6147, 77
2637, 9960, 40
7363, 6585, 68
2292, 7344, 91
6412, 5209, 7
2685, 2936, 40
9075, 8393, 2
8861, 8119, 60
2218, 4818, 96
2412, 5980, 26
8506, 3847, 35
6820, 2009, 35
5730, 2537, 91
4650, 6687, 71
3173, 4881, 84
8068, 6266, 58
4239, 2844, 22
8087, 1222, 27
2519, 8279, 16
887, 544, 37
5636, 8682, 62
9916, 6898, 29
786, 9903, 12
5588, 5708, 49
491, 280, 97
2231, 676, 69
3031, 4813, 54
889, 2972, 70
9624, 2322, 51
6377, 331, 33
6524, 5642, 15
578, 1718, 64
4557, 4493, 70
4355, 6417, 92
9533, 9723, 18
6175, 6395, 57
1654, 2485, 62
4195, 6426, 13
1686, 7574, 44
4843, 1832, 76
6506, 1288, 11
4015, 9328, 53
566, 8062, 5
8603, 9254, 15
1655, 1864, 43
7783, 3779, 72
6183, 9772, 86
1874, 7639, 34
5640, 3175, 42
3320, 5147, 66
3878, 8433, 47
3217, 7094, 95
1552, 7955, 17
9366, 4036, 60
4107, 922, 4
7881, 6379, 94
6586, 5071, 41
8630, 7554, 68
1666, 7797, 46
523, 703, 48
7509, 8300, 70
958, 5666, 87
2810, 2814, 32
4890, 1938, 90
