1665, 61
1103, 23
4081, 29
4311, 14
7004, 24
1878, 61
7801, 99
1196, 51
709, 65
5467, 15
4545, 10
6088, 84
2098, 49
7924, 48
3713, 97
6851, 99
2152, 46
1646, 33
6122, 71
4032, 0
9166, 71
3205, 97
8798, 69
5263, 55
7795, 59
5078, 51
486, 18
9184, 0
456, 31
3048, 18
4201, 3
4405, 48
5139, 49
633, 91
5625, 92
2926, 29
212, 62
3285, 95
5961, 59
7257, 88
4062, 44
6961, 14
936, 32
4093, 9
8308, 72
5178, 6
3009, 1
2322, 79
664, 12
2070, 0
2904, 21
8415, 6
914, 12
1236, 31
9744, 96
8373, 87
5183, 10
8545, 46
245, 36
97, 29
4513, 65
1867, 74
7792, 36
90, 15
1365, 76
891, 33
8548, 53
4598, 64
4899, 52
1305, 78
9621, 98
4516, 44
4040, 99
5242, 51
3151, 49
3020, 63
6849, 20
4419, 1
806, 79
7724, 81
6829, 35
1517, 2
8001, 72
5384, 8
4007, 3
1234, 75
1118, 84
433, 29
2469, 8
7622, 52
2947, 8
9114, 19
6589, 29
3487, 52
3849, 86
9222, 23
4315, 45
9857, 81
1163, 37
8043, 50
2544, 1
6642, 53
5765, 50
4033, 41
2115, 9
6693, 65
8447, 45
9059, 45
9225, 50
6786, 64
9990, 37
5575, 65
7194, 59
4823, 69
3916, 99
5083, 92
412, 31
2325, 25
9004, 98
616, 98
1695, 25
3175, 83
6901, 69
8337, 89
7530, 49
2997, 79
8216, 27
1077, 70
2935, 17
9307, 56
5929, 15
789, 6
1964, 40
6120, 60
2710, 63
4334, 25
9903, 8
7521, 1
1761, 37
2881, 40
3458, 58
722, 50
1501, 76
7362, 96
2845, 74
9068, 87
5372, 13
1231, 52
3051, 80
5060, 42
3432, 67
6334, 73
130, 37
5182, 95
7089, 10
7971, 24
133, 83
8041, 34
4632, 25
1985, 71
8119, 48
4353, 88
6196, 67
6203, 17
3264, 91
853, 14
1874, 46
7371, 96
6564, 67
1763, 72
6230, 78
3706, 91
9650, 34
9790, 28
217, 80
9494, 24
5118, 50
8468, 43
4359, 47
3331, 60
8496, 72
7535, 44
7701, 46
4852, 3
8332, 55
8593, 59
7780, 81
7075, 57
7438, 85
5576, 63
2900, 24
7746, 0
5196, 23
119, 2
2711, 83
6909, 49
8499, 23
9614, 45
6902, 64
5828, 25
2020, 80
1935, 8
6751, 19
8978, 56
3943, 25
7993, 10
648, 38
6762, 6
7654, 76
7825, 57
1999, 17
2634, 82
1586, 98
673, 21
2366, 77
7700, 94
7208, 93
4150, 38
9372, 82
6276, 45
4246, 39
8410, 89
5097, 6
5566, 90
7155, 70
155, 78
2254, 94
3272, 8
6996, 55
6808, 68
3190, 98
120, 93
1764, 93
200, 17
2658, 41
7524, 83
6806, 8
3770, 22
8795, 90
6227, 57
2474, 88
6289, 19
2559, 97
9127, 5
5461, 14
9912, 66
3902, 14
1188, 73
9733, 57
2684, 2
2211, 77
5220, 42
3057, 16
286, 61
2101, 88
8149, 4
2018, 13
4996, 21
3117, 24
9845, 12
1976, 59
8111, 6
6995, 64
7863, 10
7595, 10
9859, 72
2585, 99
7266, 91
4143, 92
5175, 55
4746, 95
847, 69
3222, 81
8607, 67
2145, 32
8505, 76
2169, 95
9348, 63
5226, 30
1293, 19
3913, 22
8879, 27
5383, 93
6441, 63
7356, 28
1754, 25
9824, 62
7755, 40
5521, 94
2409, 83
374, 79
7939, 74
4537, 91
5852, 97
6911, 71
7211, 41
6279, 76
3068, 33
3273, 43
6439, 67
6256, 8
3871, 13
9782, 57
9146, 37
8802, 46
6514, 32
8305, 79
8956, 25
8301, 84
9930, 85
6815, 92
6503, 62
6932, 45
2813, 87
9226, 25
3155, 77
8980, 23
4741, 3
8915, 92
6329, 82
7432, 70
8356, 27
7651, 41
3105, 12
5715, 86
6563, 44
3435, 13
3684, 9
2978, 21
5636, 40
7297, 77
322, 30
6980, 30
4947, 8
5308, 49
3091, 99
3724, 30
1541, 7
4131, 4
1288, 14
1215, 28
2170, 33
514, 88
6141, 21
9014, 8
7485, 36
3988, 17
4237, 17
8822, 3
5495, 4
668, 30
9916, 9
3531, 29
7596, 96
1803, 38
4138, 49
7128, 27
1930, 38
5064, 43
7285, 11
6448, 48
8550, 26
5888, 60
1412, 69
9291, 36
4283, 77
4779, 56
6180, 60
6040, 35
2718, 47
4293, 60
7514, 58
9788, 42
4933, 36
2355, 0
6082, 22
271, 45
9686, 52
5884, 66
4506, 54
8333, 68
947, 10
545, 37
9674, 26
5086, 77
3756, 0
4915, 5
672, 48
3395, 1
1268, 98
9278, 75
2784, 4
5994, 38
9322, 10
307, 23
9151, 14
2289, 66
2330, 99
3872, 13
2389, 80
2346, 13
3974, 84
877, 97
1121, 82
9384, 85
2505, 30
1143, 70
1420, 74
8215, 1
7844, 6
5112, 43
1484, 32
5909, 52
2531, 79
7148, 26
2866, 79
4071, 77
2481, 43
3955, 48
7509, 29
3028, 63
8258, 22
439, 96
8262, 67
9575, 13
6556, 74
1549, 37
8274, 25
1842, 31
174, 22
8694, 34
9241, 77
3616, 57
4895, 56
3743, 7
8881, 50
7479, 77
9072, 36
460, 42
2994, 54
7669, 57
5690, 14
9069, 59
2891, 43
981, 89
1792, 75
9844, 58
795, 31
4085, 59
6920, 66
5557, 80
4786, 61
3482, 51
7873, 8
3559, 30
425, 6
6732, 85
4159, 49
2782, 8
7969, 25
1434, 51
1000, 71
4601, 70
3489, 85
821, 85
9447, 28
2584, 37
9570, 29
3211, 40
4975, 65
2248, 82
8428, 44
805, 14
447, 21
8902, 99
6105, 63
871, 6
5711, 99
6377, 80
6758, 18
6324, 25
8350, 68
1644, 76
8962, 67
4843, 72
1408, 47
2241, 69
9036, 13
1633, 40
2226, 59
3115, 98
4761, 71
1386, 89
106, 99
5846, 69
7799, 40
3177, 70
6764, 58
3585, 57
3814, 14
8996, 75
5061, 41
7293, 59
5005, 45
9481, 92
1189, 66
224, 84
8089, 35
9804, 76
9776, 12
127, 37
6354, 67
1924, 55
2493, 1
909, 12
9385, 39
6727, 84
4679, 25
3778, 9
8486, 78
878, 3
2802, 87
8411, 51
5669, 58
4585, 52
7360, 16
5632, 2
4501, 26
8035, 12
4757, 99
5318, 18
2212, 63
2763, 57
1340, 2
7806, 43
7281, 91
5468, 74
9892, 95
1127, 98
1418, 83
5167, 71
1083, 76
1975, 86
9315, 77
1862, 94
9049, 78
1725, 77
8067, 92
8108, 30
4744, 39
4623, 17
3821, 43
9617, 43
9963, 82
4771, 27
8241, 0
75, 29
1529, 20
8397, 55
3808, 16
2521, 71
3922, 25
2066, 97
610, 36
3150, 50
9724, 29
567, 25
6013, 79
1036, 97
6548, 85
3040, 0
365, 45
4592, 51
3662, 51
7989, 43
8654, 31
8848, 76
5532, 18
1947, 75
3663, 15
7552, 60
8143, 82
8999, 36
7708, 39
8359, 23
1715, 28
313, 63
6371, 98
6383, 46
6274, 69
1869, 93
191, 5
6487, 83
7273, 79
